,mean_val_score,std_val_score,rank_val_score,model__C,model__class_weight,model__max_iter,model__penalty,model__solver
31,0.776595744680851,0.4165270627755721,54,1.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",1000,l2,liblinear
32,0.7659574468085106,0.42339890940707225,64,1.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l1,liblinear
33,0.776595744680851,0.41652706277557217,54,1.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l2,liblinear
34,0.7978723404255319,0.40158693804631646,32,1.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l1,liblinear
35,0.7872340425531915,0.40926349067385837,43,1.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l2,liblinear
36,0.7553191489361702,0.42989781598248406,74,1.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l1,liblinear
37,0.7659574468085106,0.42339890940707225,64,1.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l2,liblinear
38,0.7978723404255319,0.40158693804631646,32,1.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l1,liblinear
39,0.8085106382978723,0.3934732342320624,17,1.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l2,liblinear
40,0.7659574468085106,0.42339890940707225,64,1.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l1,liblinear
41,0.7659574468085106,0.42339890940707225,64,1.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l2,liblinear
42,0.8085106382978723,0.3934732342320624,17,5.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",1000,l1,liblinear
43,0.7872340425531915,0.40926349067385837,43,5.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",1000,l2,liblinear
44,0.8085106382978723,0.3934732342320624,17,5.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",1000,l1,liblinear
45,0.7553191489361702,0.42989781598248406,74,5.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",1000,l2,liblinear
46,0.8191489361702128,0.38489473436437327,7,5.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l1,liblinear
47,0.776595744680851,0.41652706277557217,54,5.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l2,liblinear
48,0.8297872340425532,0.37581961133309993,2,5.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l1,liblinear
49,0.7872340425531915,0.40926349067385837,43,5.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l2,liblinear
50,0.8404255319148937,0.3662109463416703,1,5.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l1,liblinear
51,0.7659574468085106,0.42339890940707225,64,5.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l2,liblinear
52,0.8191489361702128,0.38489473436437327,7,5.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l1,liblinear
53,0.7872340425531915,0.40926349067385837,43,5.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l2,liblinear
54,0.8191489361702128,0.3848947343643732,7,5.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l1,liblinear
55,0.7553191489361702,0.42989781598248406,74,5.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l2,liblinear
56,0.8085106382978723,0.3934732342320624,17,10.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",1000,l1,liblinear
57,0.7553191489361702,0.42989781598248406,74,10.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",1000,l2,liblinear
58,0.8085106382978723,0.3934732342320624,17,10.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",1000,l1,liblinear
59,0.776595744680851,0.41652706277557217,54,10.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",1000,l2,liblinear
60,0.8191489361702128,0.38489473436437327,7,10.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l1,liblinear
61,0.776595744680851,0.41652706277557217,54,10.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l2,liblinear
62,0.8085106382978723,0.3934732342320624,17,10.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l1,liblinear
63,0.7872340425531915,0.4092634906738584,43,10.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l2,liblinear
64,0.8297872340425532,0.37581961133309993,2,10.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l1,liblinear
65,0.8085106382978723,0.3934732342320624,17,10.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l2,liblinear
66,0.8085106382978723,0.3934732342320624,17,10.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l1,liblinear
67,0.776595744680851,0.41652706277557217,54,10.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l2,liblinear
68,0.8191489361702128,0.3848947343643732,7,10.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l1,liblinear
69,0.7553191489361702,0.42989781598248406,74,10.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l2,liblinear
70,0.8297872340425532,0.3758196113330999,2,20.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",1000,l1,liblinear
71,0.7978723404255319,0.40158693804631646,32,20.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",1000,l2,liblinear
72,0.8191489361702128,0.3848947343643732,7,20.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",1000,l1,liblinear
73,0.776595744680851,0.41652706277557217,54,20.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",1000,l2,liblinear
74,0.8297872340425532,0.3758196113330999,2,20.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l1,liblinear
75,0.7978723404255319,0.40158693804631646,32,20.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l2,liblinear
76,0.8191489361702128,0.3848947343643732,7,20.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l1,liblinear
77,0.7872340425531915,0.40926349067385837,43,20.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l2,liblinear
78,0.8085106382978723,0.3934732342320624,17,20.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l1,liblinear
79,0.7553191489361702,0.42989781598248406,74,20.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l2,liblinear
80,0.8085106382978723,0.3934732342320624,17,20.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l1,liblinear
81,0.7978723404255319,0.40158693804631646,32,20.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l2,liblinear
82,0.8191489361702128,0.3848947343643732,7,20.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l1,liblinear
83,0.776595744680851,0.41652706277557217,54,20.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l2,liblinear
84,0.8085106382978723,0.3934732342320624,17,50.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",1000,l1,liblinear
85,0.7872340425531915,0.40926349067385837,43,50.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",1000,l2,liblinear
86,0.7978723404255319,0.40158693804631646,32,50.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",1000,l1,liblinear
87,0.7872340425531915,0.4092634906738584,43,50.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",1000,l2,liblinear
88,0.7872340425531915,0.40926349067385837,43,50.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l1,liblinear
89,0.8191489361702128,0.3848947343643732,7,50.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",1000,l2,liblinear
90,0.7978723404255319,0.40158693804631646,32,50.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l1,liblinear
91,0.7978723404255319,0.40158693804631646,32,50.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",1000,l2,liblinear
92,0.7872340425531915,0.40926349067385837,43,50.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l1,liblinear
93,0.8297872340425532,0.37581961133309993,2,50.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",1000,l2,liblinear
94,0.7978723404255319,0.40158693804631646,32,50.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l1,liblinear
95,0.8085106382978723,0.3934732342320624,17,50.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",1000,l2,liblinear
96,0.8085106382978723,0.3934732342320624,17,50.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l1,liblinear
97,0.776595744680851,0.41652706277557217,54,50.0,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",1000,l2,liblinear
