NUTS,air passengers,GDP,farm labour force,deaths,hosp discharges resp diseases,stock of vehicles,thousand hours worked,students tertiary ed,health personnel,students enrolled,utilised agricultural area,hospital beds,education and training,crude death rate,longterm care beds,regional GWA,pop density,unemployment rate,pct leavers from education,NEET rate,compensation of employees,life expectancy,covid_severity,Covid_Cases_Density
BE2,-0.24422658999753694,-1.0865162169305695,-0.7294706796560236,-0.451555814035202,-0.1912739873205059,0.04327388054169907,-0.19200994100174865,-0.03895209872452858,-0.6411260907331924,0.5792647983865387,-0.7362073674367909,4.0,0.023917170532483614,-1.3546535923405854,0.000814165447210134,-1.0002208602148916,4.0,0.9494945266482987,-0.33013245813219577,-0.15087854784915974,-0.9270827205995811,-0.02380093988770284,higher_than_avg,0.006812617252133415
BE3,-0.3945441396376312,-0.38994219623748216,-0.8039506045356067,-0.09328944024925044,-0.21496726941218203,-0.10702077601966588,-0.5959899724768808,0.10704821178640049,-0.44247701398646727,0.7267477799067178,-0.5296973225401818,4.0,0.023917170532483614,-1.3546535923405854,0.000814165447210134,-1.0002208602148916,4.0,0.9494945266482987,-0.33013245813219577,-0.15087854784915974,-0.22605541728929004,-0.02380093988770284,higher_than_avg,0.006486486191114872
BG31,-0.124188795452929,-1.5876754324771154,1.4829454146054584,4.0,1.4573608252815662,-0.4673633210255079,-0.2133054659639089,-1.2862897826995892,0.36804031683710586,-1.012007055086339,1.8097034534618126,0.6690338928272854,-1.6061461463724669,4.0,3.017448620866171,1.2106913128218413,-0.3845196033280426,1.1060059325976679,1.784206310694747,2.4815230980035263,-1.5166451582233722,-3.2591925465370637,below_than_avg,0.00122089054970288
BG33,-0.3985973049980309,-1.4951312667615442,0.8100947399974293,1.8061701776283237,0.2528372562735613,-0.48278079913679595,0.08418972556785137,-0.15778070422046647,0.01921845491575957,-0.9906753461399098,0.9622859726219821,-0.040187978500238544,-1.5031947789889963,1.6764293270385326,4.0,0.24129136002881182,-0.3645735973035997,-0.4367493546175454,0.24463924601493442,0.38566191499979524,-1.436123500299443,-2.727929556939469,below_than_avg,0.0021527349789700174
BG34,-0.3519748476135693,-1.505771348219562,1.1478511941259126,2.1906123766155448,0.5915657075813027,-0.5182453639292365,0.06286131576507588,-1.0386687770640395,-0.3361196414478213,-0.7431057713903428,0.8263414401529603,0.3300297123499738,-1.6233047076030456,2.0091717758461645,2.582530159379936,0.1052352263034749,-0.3736179401163025,-0.7721309387947657,2.687418988640237,1.5761110669459146,-1.4281847373905785,-2.9322614760154675,below_than_avg,0.0014500324670569224
BG41,-0.3023728973265206,-0.9732545529409233,0.24484052855931335,1.4333367199726417,0.6049570805046165,-0.18141285137887042,0.8509851131577285,0.6459526338550369,0.3208100887108886,-0.9443995280282439,-0.368657808278558,0.5214338357979835,-1.280133482991477,1.2839092861229435,4.0,1.6528737474291895,-0.332272372972518,-0.9957186615795791,-1.253872696940083,-0.9556892421225925,-0.9933114342732539,-2.319265718787472,below_than_avg,0.00313332633006408
CY00,0.48092809430222344,-0.2966297433209115,-0.13265041997761243,-1.4888487103503574,1.0813388886511965,0.45989311420965995,0.47437648781044417,0.748975185869375,0.1837938803248528,0.4436373873701957,-0.6706330552667014,-0.6625488488875714,-0.9369622583799084,-1.5312730003076025,0.000814165447210134,2.163084248899205,-0.3387326178387343,-0.10136777044032509,0.0393636373909594,0.3688950255357655,-0.3214652875727345,-0.02380093988770284,below_than_avg,0.002354716471191041
DE1,-0.47715739861745354,-1.4852759596481602,-0.7300741027252464,-0.16836037661282846,-0.8210909415196928,-1.374700421879534,-1.7620224201012065,-1.2484867690854897,-2.0198815555741763,-2.1870718469578456,-0.6599168478252903,0.0,-0.5289698024528213,0.9488245278790516,0.000814165447210134,-0.4541066567895769,0.4487353411037798,-0.8224381764213486,0.20814580448178305,-0.77823966196161,-1.3231461379176261,-0.02380093988770284,below_than_avg,0.003532577312120633
DE2,-0.24244382358608935,-1.5557764557070626,-0.523300668280626,-0.08916249219593156,-0.8511512292872415,-1.4320367431727397,-1.8402768512865795,-1.2958321803681268,-2.099560801345255,-2.275974958465345,-0.42366672704121866,0.0,-0.5289698024528213,0.9488245278790516,0.000814165447210134,-0.4541066567895769,0.4487353411037798,-0.8224381764213486,0.20814580448178305,-0.77823966196161,-1.394906433962938,-0.02380093988770284,below_than_avg,0.004120920670638962
DE3,-0.031085677112063486,0.8216062033623859,-0.9759859681578581,-0.42366655309913687,-0.16831609117434962,-0.723841636475115,0.1057192893878276,-0.62687365486572,-0.9737471412638545,-1.019834336270697,-0.9175878550414182,0.0,0.023917170532483614,-0.19470949184909583,0.000814165447210134,1.1596702626748403,3.074860769469976,-0.4367493546175454,-0.1453844103706182,-0.3688481108815479,1.0799815766412018,-0.02380093988770284,below_than_avg,0.0028510766207084305
