,mean_val_score,std_val_score,rank_val_score,model__C,model__class_weight,model__kernel
0,0.7578947368421053,0.4283576831447538,43,0.1,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",linear
1,0.8421052631578947,0.3646422752776584,2,0.1,"{'higher_than_avg': 1, 'below_than_avg': 1}",linear
2,0.6842105263157895,0.4648295192804131,48,0.1,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",linear
3,0.8105263157894737,0.391884430926027,29,0.1,"{'higher_than_avg': 2, 'below_than_avg': 1}",linear
4,0.6842105263157895,0.4648295192804131,48,0.1,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",linear
5,0.7894736842105263,0.40768245749551757,41,0.1,"{'higher_than_avg': 3, 'below_than_avg': 1}",linear
6,0.7052631578947368,0.45592437532016244,47,0.1,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",linear
7,0.7789473684210526,0.41495585988267425,42,0.5,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",linear
8,0.8526315789473684,0.35447280506279455,1,0.5,"{'higher_than_avg': 1, 'below_than_avg': 1}",linear
9,0.7578947368421053,0.4283576831447538,43,0.5,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",linear
10,0.8210526315789474,0.38330824117964474,6,0.5,"{'higher_than_avg': 2, 'below_than_avg': 1}",linear
11,0.7578947368421053,0.4283576831447538,43,0.5,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",linear
12,0.8210526315789474,0.38330824117964474,6,0.5,"{'higher_than_avg': 3, 'below_than_avg': 1}",linear
13,0.7578947368421053,0.4283576831447538,43,0.5,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",linear
14,0.8210526315789474,0.38330824117964474,6,1.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",linear
15,0.8210526315789474,0.3833082411796447,6,1.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",linear
16,0.8210526315789474,0.38330824117964474,6,1.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",linear
17,0.8105263157894737,0.391884430926027,29,1.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",linear
18,0.8210526315789474,0.38330824117964474,6,1.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",linear
19,0.8105263157894737,0.391884430926027,29,1.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",linear
20,0.8210526315789474,0.38330824117964474,6,1.0,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",linear
21,0.8210526315789474,0.38330824117964474,6,5.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",linear
22,0.8315789473684211,0.37423976493960376,3,5.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",linear
23,0.8105263157894737,0.391884430926027,29,5.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",linear
24,0.8210526315789474,0.3833082411796447,6,5.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",linear
25,0.8105263157894737,0.391884430926027,29,5.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",linear
26,0.8210526315789474,0.3833082411796447,6,5.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",linear
27,0.8315789473684211,0.37423976493960376,3,5.0,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",linear
28,0.8315789473684211,0.37423976493960376,3,10.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",linear
29,0.8210526315789474,0.3833082411796447,6,10.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",linear
30,0.8210526315789474,0.3833082411796447,6,10.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",linear
31,0.8105263157894737,0.391884430926027,29,10.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",linear
32,0.8210526315789474,0.3833082411796447,6,10.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",linear
33,0.8105263157894737,0.391884430926027,29,10.0,"{'higher_than_avg': 3, 'below_than_avg': 1}",linear
34,0.8210526315789474,0.3833082411796447,6,10.0,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",linear
35,0.8105263157894737,0.391884430926027,29,20.0,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",linear
36,0.8210526315789474,0.3833082411796447,6,20.0,"{'higher_than_avg': 1, 'below_than_avg': 1}",linear
37,0.8105263157894737,0.391884430926027,29,20.0,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",linear
38,0.8210526315789474,0.3833082411796447,6,20.0,"{'higher_than_avg': 2, 'below_than_avg': 1}",linear
39,0.8105263157894737,0.391884430926027,29,20.0,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",linear
