NUTS,air passengers per100k,GDP per100k,farm labour force per100k,deaths per100k,hosp discharges resp diseases per100k,stock of vehicles per100k,thousand hours worked per100k,students tertiary ed per100k,health personnel per100k,students enrolled per100k,utilised agricultural area per100k,hospital beds,longterm care beds,crude death rate,pop density,NEET rate,unemployment rate,compensation of employees per100k,pct leavers from education,education and training,life expectancy,regional GWA,covid_severity,covid_density_by100k,Covid_Cases
AT11,2048.605922283054,3149.2786208208236,2095.531796383594,1152.3726718200219,1293.9993750764174,86547.84061731581,68999.7147087992,2292.5185778912905,433.7105516988412,3579.0460405656913,61802.90453613009,587.21,136.83,1120.95,77.8,7.775,4.2,1462.1174041217785,8.15,9.3,81.9,107.5,higher_than_avg,3894.2248909780055,11466
AT12,1878.2428410359994,3663.641647771431,1820.3548445128413,1035.987334700084,1261.483345771831,81871.08254115836,70017.16453312292,1968.3106263956204,470.1692763762946,3886.0954219797454,53960.51860520208,671.36,179.09,1036.91,88.9,7.0,4.2,1689.20142469781,7.7,9.3,81.7,108.0,higher_than_avg,3903.788368609388,65751
AT13,315.60599298203755,5250.5123768372705,110.40236166871861,845.0228156160216,1535.9009120490837,41839.669609159944,86993.39835735936,10070.735996559213,684.2853487694323,3812.8057321324764,419.6336211294423,751.91,191.88,857.68,4808.9,9.9,10.6,2544.225040825328,10.6,16.5,81.1,108.4,higher_than_avg,4249.182839391772,81210
AT21,37.41361463620604,3831.430286855528,1341.5453248125311,1074.4833803378983,1933.9275565524601,78155.97201461624,78039.45532903493,2766.2914021731963,484.9517097131088,3664.0399933724457,39255.78975686495,803.93,98.88,1081.98,59.9,7.9,4.7,1799.2385438621184,8.15,10.1,82.2,109.3,higher_than_avg,4917.217923615652,27600
AT22,83.03948587727004,4078.19351008308,1720.160944162966,1018.2165364912407,1950.425025774333,75984.01790764566,82089.546251389,4977.154112460335,520.6214723261887,3609.6903469606345,30101.211895105484,801.3,85.65,1003.76,76.6,7.6,4.4,1965.9096835272928,5.7,11.3,82.2,109.6,higher_than_avg,4152.054525250824,51751
AT31,28.853657603710445,4588.394522099554,1607.7526422904707,915.3990628600417,1856.498011446179,78807.39109925054,82306.73585281683,2661.984769294877,425.35659430214076,4089.3685007975014,34714.97618902232,676.7,116.7,905.04,126.8,7.5,3.9,2155.502426055792,7.5,10.6,82.3,109.9,higher_than_avg,5385.367437909277,80257
AT32,309.808205440447,5345.856986801812,1262.5132071417058,847.2269479414767,1592.9155996490033,68588.49232642681,93972.17098547662,4805.966941852761,579.5025160724199,3751.3654841424755,31946.061137873603,869.23,103.59,814.77,78.9,8.3,3.0,2280.2242080191977,9.6,10.6,82.8,109.6,higher_than_avg,6317.222112784514,35276
AT33,151.9203203657703,4802.085175691694,1249.9439043126365,823.2207107917543,2046.5026648751245,66612.37484062226,87885.44336711394,5546.873556360987,587.6188238648213,3836.5490461093354,34186.691727140016,665.33,122.55,797.82,60.4,6.9,3.0,2089.663346681907,7.8,11.0,83.0,109.1,higher_than_avg,5621.975782501841,42594
AT34,1518.821705582512,4825.209813188833,700.006798627181,771.0146825167006,1270.0842777969426,64002.27628110057,78488.89179858941,1153.7522127013465,431.0833234711272,4202.30700082339,19585.08230115904,529.42,159.38,763.32,156.3,7.1,3.6,2108.581630109357,8.15,10.5,83.3,107.4,higher_than_avg,5497.823180297075,21834
BE10,1446.2580229596424,7083.007183471151,0.0,730.3631625583228,1351.110544367825,46599.1315749033,88581.43610568889,9461.942643399674,389.0910636572598,8226.415032647683,0.0,706.21,437.825,711.34,7526.7,11.3,12.3,3556.1206640051532,9.7,10.3,81.61428571428573,102.8,higher_than_avg,6837.539767395477,83648
BE2,407.0188228507133,1305.179917773823,606.1149223415256,940.3065670232211,1411.9585690928081,63378.86475458295,68050.36296854724,3721.0244607437407,295.646712120265,6863.227245649009,9236.17319161531,2688.0199999999995,437.825,711.34,7526.7,11.3,12.3,655.2834347918099,9.7,10.3,81.61428571428573,102.8,higher_than_avg,4408.250935192849,292664
BE3,228.52015712263506,2367.4666420405506,449.17161443043045,1022.4118603163708,1371.3941614793812,58056.496718233066,54816.819127279225,4079.2651290097924,326.633007938917,7166.035850124219,18922.310523484382,2336.1299999999997,437.825,711.34,7526.7,11.3,12.3,1188.6190185928087,9.7,10.3,81.61428571428573,102.8,higher_than_avg,7786.2423980299845,284982
BG31,549.5609692232124,540.9039534056529,5268.094655410852,2074.6899363736115,4234.526345279933,45295.72605907792,67352.76595569361,660.4344942093533,453.0616336861418,3596.0651343048276,128649.45334591305,792.68,1918.75,1998.32,39.0,27.0,13.0,206.7493686114396,20.0,0.8,73.7,115.8,below_than_avg,2672.9125724260016,19463
BG33,223.7071155946241,682.0353130710262,3850.2708488760586,1457.7183820428818,2172.3052969606542,44749.74861331863,77098.08837998853,3429.454950425465,398.6506211683804,3639.8628996507614,88902.22409635948,536.38,2631.13,1437.45,63.7,14.5,6.1,268.0095581000573,12.5,1.4,75.0,110.1,below_than_avg,2888.189691524214,26712
BG34,279.070221605972,665.8090155890695,4561.987667400634,1545.8224906382584,2752.2299741728225,43493.84590597736,76399.41412829614,1268.0216577239862,343.2231731787934,4148.166953906543,82525.88820591438,670.17,1705.24,1517.16,52.5,21.6,4.6,274.04930110387994,24.4,0.7,74.5,109.3,below_than_avg,3252.2714734185124,33307
BG41,337.9714075616208,1477.905799661933,2659.1731685655077,1372.2746936865526,2775.1568573147556,55422.05838816575,102216.70709463008,5401.573825599496,445.69442189603967,3734.8753258907677,26475.70024734274,739.34,3452.36,1343.42,103.7,6.5,3.6,604.8971951906641,5.2,2.7,76.0,118.4,higher_than_avg,4023.091688711048,84254
CY00,1268.1234902956628,2509.769652197904,1863.7282447733967,702.5861340870829,3626.890805582537,78132.55555993492,89879.79346963138,5654.360054278974,424.32193512423913,6584.760220944702,12311.867613358032,311.47,437.825,669.03,95.7,14.4,7.6,1116.0320043242998,11.5,4.7,81.61428571428573,121.4,higher_than_avg,3587.1419642907417,31854
DE1,130.41879414370337,697.0648168984912,604.8433956488392,1005.2075629027222,333.6718398363958,13164.297741743821,16620.026430293074,760.731159302118,81.45680518898224,1193.3049062806906,12814.500097924452,552.8486915887851,437.825,1263.148888888889,1070.8555555555554,7.558333333333334,4.375,353.96177028591154,12.322222222222221,7.077777777777778,81.61428571428573,106.01111111111112,below_than_avg,2439.300803196715,270772
DE2,409.13581735009245,589.5504124091104,1040.5541840571739,1023.3576489951761,282.2067130860519,11133.852942475469,14056.574365388555,643.3969378838048,68.89300955736846,1009.2510518000277,23895.564535883652,552.8486915887851,437.825,1263.148888888889,1070.8555555555554,7.558333333333334,4.375,299.3671500702156,12.322222222222221,7.077777777777778,81.61428571428573,106.01111111111112,below_than_avg,2842.5407686264493,373076
DE3,660.1188012179346,4215.097679759945,86.66052049180662,946.6980570329781,1451.2639491417203,36213.087864229674,77803.35201803192,2301.2498453682742,246.41091409651838,3609.807088189817,728.7114207392797,552.8486915887851,437.825,989.21,4322.9,10.0,6.1,2182.2408066949884,10.6,10.3,81.61428571428573,115.5,below_than_avg,3164.199067391091,116110
DE4,452.19999421069804,2967.5366877183133,902.4966562816106,1269.958717518943,1505.8132918406927,64614.71600896628,64376.75983874018,3348.4432512918966,358.5412353255857,5252.464962569285,52096.18330357394,552.8486915887851,437.825,1303.24,86.7,6.4,3.9,1451.6658716289708,10.8,4.9,81.61428571428573,105.9,below_than_avg,2809.7147658524764,70858
DE5,338.37246514249813,4958.799298886381,42.57180689428393,1130.9420700467704,2297.262779616032,46521.29617940053,86436.03512614468,12396.345865587997,1327.3634422373207,19445.266781143833,1240.4543732989628,552.8486915887851,437.825,1182.98,1744.5,9.3,5.1,2697.593371716466,16.0,9.4,81.61428571428573,104.0,below_than_avg,2269.9581034700427,15463
DE6,935.1182539695428,6716.762674089581,102.3140847517909,945.9451412448647,1793.6904149025609,46993.56287417046,97923.94436495705,4571.336788371856,489.48499830772903,7170.731146111952,781.7012612782331,552.8486915887851,437.825,989.61,2597.5,8.3,4.7,3217.0812552476564,13.2,10.0,81.61428571428573,108.1,below_than_avg,2379.046075442833,43947
DE7,1120.1511431152276,1230.5336622802367,384.8551545145736,1060.2441444765334,589.0333597678289,40473.4195493696,51728.3177058816,1342.9243260789103,143.79629896231398,2106.5499519485666,12275.448149514637,552.8486915887851,437.825,1263.148888888889,1070.8555555555554,7.6,4.0,624.8513236331457,12.322222222222221,7.077777777777778,81.61428571428573,106.01111111111112,below_than_avg,2698.248113891681,169668
DE8,7.835148476063621,2904.674225719434,1065.2070904362686,1349.5110494248627,2577.452930034611,61345.8546468027,67644.94091924946,5251.051586574209,562.2668151482941,8236.951444371527,83385.87857509742,552.8486915887851,437.825,1362.96,71.3,6.8,4.6,1503.9691867240251,11.5,5.2,81.61428571428573,106.6,below_than_avg,1382.7793385891011,22237
DE9,78.65034162295674,967.9851840509455,917.3579690172448,1179.1421345655178,463.35633282103515,13699.195657330207,14300.213370483018,1056.3960099532371,113.11570839837871,1657.0933453139983,32412.147305697254,552.8486915887851,437.825,1263.148888888889,1070.8555555555554,6.0,4.4,491.53212305521004,12.322222222222221,7.077777777777778,81.61428571428573,106.01111111111112,below_than_avg,1778.9713981471195,142204
DEA,242.03747198521708,431.1360578393229,334.31359651725467,1150.4789515881039,206.3767359241238,17064.614070334344,21319.556938648053,470.513824749262,50.381205623920685,738.0615986089847,8151.8470185439855,552.8486915887851,437.825,1263.148888888889,1070.8555555555554,8.9,5.1,218.92610065430804,12.322222222222221,7.077777777777778,81.61428571428573,106.01111111111112,below_than_avg,2579.7252956321204,462989
DEB,39.00922909018606,1890.0531134008577,901.8288904255915,1163.1687414186413,904.7329379540475,26452.94722420145,25160.63521778606,2062.680917532798,220.86567062750322,3235.5809656087945,17268.36224502632,552.8486915887851,437.825,1263.148888888889,1070.8555555555554,5.3,2.2,959.7479742707903,12.322222222222221,7.077777777777778,81.61428571428573,106.01111111111112,below_than_avg,2225.8954352362525,91126
