NUTS,air passengers,GDP,farm labour force,deaths,hosp discharges resp diseases,stock of vehicles,thousand hours worked,students tertiary ed,health personnel,students enrolled,utilised agricultural area,hospital beds,education and training,crude death rate,longterm care beds,regional GWA,pop density,unemployment rate,pct leavers from education,NEET rate,compensation of employees,life expectancy,covid_severity,Covid_Cases_Density
AT11,1.1248836766457575,0.11592606627847264,-0.010616720780945504,0.4668556785653807,-0.26192839311491367,0.6880196810513677,-0.15934021249797153,-0.6185829530751762,0.2296661624178238,-1.0064570309453427,0.375751080875515,0.09446685933540415,-0.1510974914531037,0.34835168463834704,-0.6077797345695066,-0.18138047369918536,-0.35570433164125315,-0.8688897236423907,-0.6767402814154919,-0.7517444696396163,0.12919527737424366,0.0919428377121937,higher_than_avg,0.038942248909780056
AT12,0.9822617978030808,0.45133777539985465,-0.14141940097863123,-0.03808627312007343,-0.2805906869804597,0.5575562010290573,-0.12868536982905918,-0.7494687745350141,0.46029748109535534,-0.8586196736974739,0.20949603854101745,0.32581387668238354,-0.1510974914531037,-0.00041987055596377033,-0.5223317030277094,-0.09566057967588099,-0.34679969137308864,-0.8688897236423907,-0.7699903170422879,-0.8813858868135946,0.42580543874796245,0.010703023183888888,higher_than_avg,0.03903788368609388
AT13,-0.3259218860495353,1.4861225392778725,-0.9542286360767497,-0.8665926756887322,-0.1230910976006549,-0.5591655443064831,0.38279319604374673,2.5215571071514713,1.8147571491983838,-0.8939070076456421,-0.9255465592159807,0.5472636954262835,1.0761794386790433,-0.7442362179795288,-0.49647083404002385,-0.027084664457236503,3.4396779722067774,0.5568122025351142,-0.16904564300293598,-0.3962760677109661,1.5426109810957183,-0.23301642040102558,higher_than_avg,0.04249182839391772
AT21,-0.5588145960719495,0.560751304867539,-0.3690168362114463,0.12893019903654152,0.10535285342603222,0.4539189719769115,0.11301899368233564,-0.42731637554241353,0.5538084890610435,-0.9655343581585297,-0.10223757655133565,0.6902782152407799,-0.014733388105087513,0.18662360865164657,-0.6845131183132644,0.12721114478470993,-0.3700640668484734,-0.7575067606597731,-0.6767402814154919,-0.7308345636438133,0.5695325384779801,0.21380255950464805,higher_than_avg,0.049172179236156514
AT22,-0.520618248409054,0.7216634818988836,-0.18904559429215803,-0.11518551734303294,0.11482143323854231,0.39332984450231906,0.23504456885217498,0.46522984559714003,0.7794489759718921,-0.9917024880400331,-0.2963104956050876,0.6830477618168637,0.1898127669169372,-0.13799456183025507,-0.7112636497211674,0.17864308119869207,-0.3566669954540277,-0.8243365384493436,-1.184434919828048,-0.7810183380337405,0.787233253424926,0.21380255950464805,higher_than_avg,0.041520545252508236
AT31,-0.5659806859656671,1.0543611768526404,-0.24247778423915212,-0.5612628075536001,0.060912835516306746,0.47209104745107533,0.24158829504085377,-0.4694259514026185,0.1768205341732232,-0.7607482673664814,-0.19850077484377215,0.3404947212769513,0.0704941764874227,-0.5476890873988223,-0.6484817902944564,0.23007501761267665,-0.31639555928629265,-0.9357195014319611,-0.811434777320864,-0.7977462628303827,1.0348734608424957,0.2544224667687976,higher_than_avg,0.053853674379092775
AT32,-0.330775586430272,1.5482959399853642,-0.4065839825249874,-0.8570299686868922,-0.09036801063714527,0.18702325600489322,0.5930573012827871,0.39611996305110037,1.1519198422581363,-0.9234891023877475,-0.2572005242700139,0.8698024010133024,0.0704941764874227,-0.922315554407276,-0.6749896864968455,0.17864308119869207,-0.3548218898128765,-1.136208834800673,-0.376267944395816,-0.6639228644572438,1.197781215342982,0.45752200308955676,higher_than_avg,0.06317222112784514
AT33,-0.46295367719391467,1.1937070154707952,-0.4125586780330285,-0.9611818879833317,0.16996436345339305,0.13189721357705267,0.4096697051097252,0.6952309824371621,1.203262141954972,-0.882475137063523,-0.2097001670119802,0.3092360690222257,0.13867622816143094,-0.9926591748325918,-0.6366533240256558,0.09292318717538768,-0.36966295692648404,-1.136208834800673,-0.749268086903,-0.8981138116102368,0.948876480921812,0.5387618176178616,higher_than_avg,0.05621975782501841
AT34,0.6813672773535053,1.2087863928352822,-0.6739659175375988,-1.1876796106284606,-0.27565425641365676,0.0590855488017386,0.12656010788226366,-1.0783137230057536,0.2130467903474885,-0.7063709248736448,-0.5192476968899191,-0.06441067046236128,0.05344866356892072,-1.1358364553442972,-0.5621845355333607,-0.19852445250384526,-0.2927300738889185,-1.0025492792215318,-0.6767402814154919,-0.8646579620169523,0.9735869607085254,0.6606215394103159,higher_than_avg,0.05497823180297075
BE10,0.6206195573917528,2.681076653093188,-1.0067073219123475,-1.3640476852907375,-0.2291499313188152,-0.42639494532034045,0.4306393366233992,2.275781462970087,-0.05258867388779633,1.2311464020301628,-0.9344426025961869,0.42162425760385996,0.019357637731916757,-1.351556891315267,0.0008201294608596957,-0.987147477518247,4.0,0.9355142766760142,-0.3555457142565281,-0.16208512055797297,2.864317912844518,-0.02411404018537966,higher_than_avg,0.06837539767395477
